name,Egg Groups,Gender,Egg cycles
Petilil, Grass, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Lilligant, Grass, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Basculin, Water 2, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Sandile, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Krokorok, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Krookodile, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Darumaka, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Darmanitan, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Maractus, Grass, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Dwebble, Bug Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Crustle, Bug Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Scraggy, Dragon Field, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Scrafty, Dragon Field, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Sigilyph, Flying, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Yamask, Amorphous Mineral, 50% male 50% female,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Cofagrigus, Amorphous Mineral, 50% male 50% female,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Tirtouga, Water 1 Water 3, 87.5% male 12.5% female,"30 (7,454–7,710 steps)
 (7,454–7,710 steps)"
Carracosta, Water 1 Water 3, 87.5% male 12.5% female,"30 (7,454–7,710 steps)
 (7,454–7,710 steps)"
Archen, Flying Water 3, 87.5% male 12.5% female,"30 (7,454–7,710 steps)
 (7,454–7,710 steps)"
Archeops, Flying Water 3, 87.5% male 12.5% female,"30 (7,454–7,710 steps)
 (7,454–7,710 steps)"
Trubbish, Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Garbodor, Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Zorua, Field, 87.5% male 12.5% female,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Zoroark, Field, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Minccino, Field, 25% male 75% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Cinccino, Field, 25% male 75% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Gothita, Human-Like, 25% male 75% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Gothorita, Human-Like, 25% male 75% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Gothitelle, Human-Like, 25% male 75% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Solosis, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Duosion, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Reuniclus, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Ducklett, Flying Water 1, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Swanna, Flying Water 1, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Vanillite, Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Vanillish, Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Vanilluxe, Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Deerling, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Sawsbuck, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Emolga, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Karrablast, Bug, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Escavalier, Bug, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Foongus, Grass, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Amoonguss, Grass, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Frillish, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Jellicent, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Alomomola, Water 1 Water 2, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Joltik, Bug, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Galvantula, Bug, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Ferroseed, Grass Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Ferrothorn, Grass Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Klink, Mineral,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Klang, Mineral,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Klinklang, Mineral,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Tynamo, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Eelektrik, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Eelektross, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Elgyem, Human-Like, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Beheeyem, Human-Like, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Litwick, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Lampent, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Chandelure, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Axew, Dragon Monster, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Fraxure, Dragon Monster, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Haxorus, Dragon Monster, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Cubchoo, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Beartic, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Cryogonal, Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Shelmet, Bug, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Accelgor, Bug, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Stunfisk, Amorphous Water 1, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Mienfoo, Field Human-Like, 50% male 50% female,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Mienshao, Field Human-Like, 50% male 50% female,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Druddigon, Dragon Monster, 50% male 50% female,"30 (7,454–7,710 steps)
 (7,454–7,710 steps)"
Golett, Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Golurk, Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Pawniard, Human-Like, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Bisharp, Human-Like, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Bouffalant, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Rufflet, Flying, 100% male 0% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Braviary, Flying, 100% male 0% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Vullaby, Flying, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Mandibuzz, Flying, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Heatmor, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Durant, Bug, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Deino, Dragon, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Zweilous, Dragon, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Hydreigon, Dragon, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Larvesta, Bug, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Volcarona, Bug, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Cobalion, Undiscovered,,"80 (20,304–20,560 steps)
 (20,304–20,560 steps)"
Terrakion, Undiscovered,,"80 (20,304–20,560 steps)
 (20,304–20,560 steps)"
Virizion, Undiscovered,,"80 (20,304–20,560 steps)
 (20,304–20,560 steps)"
Tornadus, Undiscovered, 100% male 0% female,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Thundurus, Undiscovered, 100% male 0% female,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Reshiram, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Zekrom, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Landorus, Undiscovered, 100% male 0% female,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Kyurem, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Keldeo, Undiscovered,,"80 (20,304–20,560 steps)
 (20,304–20,560 steps)"
Meloetta, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Genesect, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Chespin, Field, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Quilladin, Field, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Chesnaught, Field, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Fennekin, Field, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Braixen, Field, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Delphox, Field, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Froakie, Water 1, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Frogadier, Water 1, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Greninja, Water 1, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Bunnelby, Field, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Diggersby, Field, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Fletchling, Flying, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Fletchinder, Flying, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Talonflame, Flying, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Scatterbug, Bug, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Spewpa, Bug, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Vivillon, Bug, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Litleo, Field, 25% male 75% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Pyroar, Field, 25% male 75% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Flabébé, Fairy, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Floette, Fairy, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Florges, Fairy, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Skiddo, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Gogoat, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Pancham, Field Human-Like, 50% male 50% female,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Pangoro, Field Human-Like, 50% male 50% female,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Furfrou, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Espurr, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Meowstic, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Honedge, Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Doublade, Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Aegislash, Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Spritzee, Fairy, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Aromatisse, Fairy, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Swirlix, Fairy, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Slurpuff, Fairy, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Inkay, Water 1 Water 2, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Malamar, Water 1 Water 2, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Binacle, Water 3, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Barbaracle, Water 3, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Skrelp, Dragon Water 1, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Dragalge, Dragon Water 1, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Clauncher, Water 1 Water 3, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Clawitzer, Water 1 Water 3, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Helioptile, Dragon Monster, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Heliolisk, Dragon Monster, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Tyrunt, Dragon Monster, 87.5% male 12.5% female,"30 (7,454–7,710 steps)
 (7,454–7,710 steps)"
Tyrantrum, Dragon Monster, 87.5% male 12.5% female,"30 (7,454–7,710 steps)
 (7,454–7,710 steps)"
Amaura, Monster, 87.5% male 12.5% female,"30 (7,454–7,710 steps)
 (7,454–7,710 steps)"
Aurorus, Monster, 87.5% male 12.5% female,"30 (7,454–7,710 steps)
 (7,454–7,710 steps)"
Sylveon, Field, 87.5% male 12.5% female,"35 (8,739–8,995 steps)
 (8,739–8,995 steps)"
Hawlucha, Flying Human-Like, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Dedenne, Fairy Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Carbink, Fairy Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Goomy, Dragon, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Sliggoo, Dragon, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Goodra, Dragon, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Klefki, Mineral, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Phantump, Amorphous Grass, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Trevenant, Amorphous Grass, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Pumpkaboo, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Gourgeist, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Bergmite, Mineral Monster, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Avalugg, Mineral Monster, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Noibat, Dragon Flying, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Noivern, Dragon Flying, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Xerneas, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Yveltal, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Zygarde, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Diancie, Undiscovered,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Hoopa, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Volcanion, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Rowlet, Flying, 87.5% male 12.5% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Dartrix, Flying, 87.5% male 12.5% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Decidueye, Flying, 87.5% male 12.5% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Litten, Field, 87.5% male 12.5% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Torracat, Field, 87.5% male 12.5% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Incineroar, Field, 87.5% male 12.5% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Popplio, Field Water 1, 87.5% male 12.5% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Brionne, Field Water 1, 87.5% male 12.5% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Primarina, Field Water 1, 87.5% male 12.5% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Pikipek, Flying, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Trumbeak, Flying, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Toucannon, Flying, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Yungoos, Field, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Gumshoos, Field, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Grubbin, Bug, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Charjabug, Bug, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Vikavolt, Bug, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Crabrawler, Water 3, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Crabominable, Water 3, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Oricorio, Flying, 25% male 75% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Cutiefly, Bug Fairy, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Ribombee, Bug Fairy, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Rockruff, Field, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Lycanroc, Field, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Wishiwashi, Water 2, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Mareanie, Water 1, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Toxapex, Water 1, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Mudbray, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Mudsdale, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Dewpider, Bug Water 1, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Araquanid, Bug Water 1, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Fomantis, Grass, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Lurantis, Grass, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Morelull, Grass, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Shiinotic, Grass, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Salandit, Dragon Monster, 87.5% male 12.5% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Salazzle, Dragon Monster, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Stufful, Field, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Bewear, Field, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Bounsweet, Grass, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Steenee, Grass, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Tsareena, Grass, 0% male 100% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Comfey, Grass, 25% male 75% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Oranguru, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Passimian, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Wimpod, Bug Water 3, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Golisopod, Bug Water 3, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Sandygast, Amorphous, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Palossand, Amorphous, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Pyukumuku, Water 1, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Type: Null, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Silvally, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Minior, Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Komala, Field, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Turtonator, Dragon Monster, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Togedemaru, Fairy Field, 50% male 50% female,"10 (2,314–2,570 steps)
 (2,314–2,570 steps)"
Mimikyu, Amorphous, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Bruxish, Water 2, 50% male 50% female,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Drampa, Dragon Monster, 50% male 50% female,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Dhelmise, Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Jangmo-o, Dragon, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Hakamo-o, Dragon, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Kommo-o, Dragon, 50% male 50% female,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Tapu Koko, Undiscovered,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Tapu Lele, Undiscovered,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Tapu Bulu, Undiscovered,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Tapu Fini, Undiscovered,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Cosmog, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Cosmoem, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Solgaleo, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Lunala, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Nihilego, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Buzzwole, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Pheromosa, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Xurkitree, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Celesteela, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Kartana, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Guzzlord, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Necrozma, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Magearna, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Marshadow, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Poipole, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Naganadel, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Stakataka, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Blacephalon, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Zeraora, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Meltan, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Melmetal, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Grookey, Field Grass,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Thwackey, Field Grass,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Rillaboom, Field Grass,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Scorbunny, Field Human-Like,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Raboot, Field Human-Like,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Cinderace, Field Human-Like,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Sobble, Field Water 1,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Drizzile, Field Water 1,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Inteleon, Field Water 1,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Skwovet, Field,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Greedent, Field,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Rookidee, Flying,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Corvisquire, Flying,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Corviknight, Flying,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Blipbug, Bug,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Dottler, Bug,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Orbeetle, Bug,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
